simple_sku,product_name,sale_price,discounted_price,discounted_percentage,currency,Category lv1,Category lv2,Category lv3,picture_url,image_url_2,image_url_3,image_url_4,image_url_5,tracking_link,brand
LE629ELAA3Q7SQANID-7169274,Lenovo Z40-75 PID - A10 7300 - 4Gb - 1Tb - AMD R7 M255 DDR3 2GB - Dos - 14 inch ,6920000,6920000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-0102626-3815cb03a374ad1f0f64b9bbde66fece-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-z40-75-pid-a10-7300-4gb-1tb-amd-r7-m255-ddr3-2gb-dos-14-6262010.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA3SR3YANID-7322419,Lenovo IdeaPad Flex 2 1986 - Intel Core i5-4210 - RAM 4 GB - 14 inch ,10599000,9650000,9,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-0530836-cc97f6b65b740fb3316cbe31659fed5f-product.jpg,http://id-live-01.slatic.net/p/2/image-0530836-8df9ee9aa4f6d04288aa6e4c7c15c864-product.jpg,http://id-live-01.slatic.net/p/2/image-0530836-b311bf0ef4b1671922ddfaf51fca8ede-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-flex-2-1986-intel-core-i5-4210-ram-4-gb-14-6380350.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA3YH1YANID-7670648,Lenovo Ideapad 300 - 14 inch  - Intel Core i5 6200U - 4GB RAM - Hitam,8289000,7345000,11,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-4527466-c4a8403e267897610f6c3c0b22fffde4-product.jpg,http://id-live-01.slatic.net/p/2/image-4527466-c6aa8a80797f98f978aacffa7c946c92-product.jpg,http://id-live-01.slatic.net/p/2/image-4527466-6a00a65b9256ec8191cec528b7fe591c-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-300-14-intel-core-i5-6200u-4gb-ram-hitam-6647254.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA4068QANID-7769368,Lenovo IdeaPad 305-15IBD - RAM 4GB - Intel Core i7-5500U - Radeon R5-2GB - 15.6 inch  - Windows 10 - Biru,11000000,9980000,9,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-4556276-4e8d76f4f0bd3b7d8477612a6b321071-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-305-15ibd-ram-4gb-intel-core-i7-5500u-radeon-r5-2gb-156-windows-10-biru-6726554.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA4068SANID-7769370,Lenovo IdeaPad 305-15IBD - RAM 4GB - Intel Core i7-5500U - Radeon R5-2GB - 15.6 inch  - Windows 10 - Hijau,12000000,10999000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-6556276-793b1e7b4bfb1a6fdb565d58dc74ebe8-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-305-15ibd-ram-4gb-intel-core-i7-5500u-radeon-r5-2gb-156-windows-10-hijau-6726556.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA42CR8ANID-7917863,Lenovo IdeaPad 300-14ISKJ - 14 inch  - Intel Core i5-6200U - RAM 4GB - Ati Radeon R5M-330 2GB - Windows 10,8599000,6875000,20,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-8038286-e026b486e28f086c59ad1a641a5c806f-product.jpg,http://id-live-01.slatic.net/p/2/image-8038286-ac4461d7a5434069c9e5aecf5cc52185-product.jpg,http://id-live-01.slatic.net/p/2/image-8038286-cb0a0a01e984fa3447f520b2175adef9-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-300-14iskj-14-intel-core-i5-6200u-ram-4gb-ati-radeon-r5m-330-2gb-windows-10-6828308.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA4C1ABANID-8472526,Lenovo IdeaPad G40-80-HJID - Intel Core i7-5500 - 4GB RAM - DOS - Hitam,9899000,8889000,10,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-3000827-349558ee004ed1c61b09a712efb5679b-product.jpg,http://id-live-01.slatic.net/p/2/image-3000827-38661d4a777796aee85e1de0ca5cc353-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-g40-80-hjid-intel-core-i7-5500-4gb-ram-dos-hitam-7280003.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA4CO6LANID-8512021,Lenovo IdeaPad Y700 (15ISK) - RAM 16 GB - Intel Core i7 6700HQ - HDD 1TB - GTX960-4GB - 15.6 inch  FHD - Windows 10 - Hitam - Resmi,17990000,16775000,7,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-7769037-2a5a32a01725e971e0b06182aeaa6f69-product.jpg,http://id-live-01.slatic.net/p/2/image-7769037-2f503b42fea06fc9bd6b6cc4f046300e-product.jpg,http://id-live-01.slatic.net/p/2/image-7769037-d4b07e91ad60bd495d20ef095536f017-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-y700-15isk-ram-16-gb-intel-core-i7-6700hq-hdd-1tb-gtx960-4gb-156-fhd-windows-10-hitam-resmi-7309677.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA4J0U1ANID-8922547,LENOVO IdeaPad Z50-75 - RAM 4GB - AMD QuadCore FX-7500 - AMD R5-2GB - 15.6 inch LED - Hitam,9000000,9000000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-9006067-bf9f7f17902a74625b1740478b56917d-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-z50-75-ram-4gb-amd-quadcore-fx-7500-amd-r5-2gb-156led-hitam-7606009.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA4SG5UANID-9518417,Lenovo IdeaPad 500s - Intel Core i7-6500 - 4GB RAM - VGA AMD R7 2GB - WIN10 - 15 inch  - Hitam,14000000,10999000,21,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-8775408-a6f71e67a97bb933024ab39d37fefc8e-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500s-intel-core-i7-6500-4gb-ram-vga-amd-r7-2gb-win10-15-hitam-8045778.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA56EGLANID-10407482,Lenovo IdeaPad 310-14 - RAM 4GB - Intel Core i5-6200U - GT920MX-2GB - 14 inch LED - Win10 - Black/Silver,9000000,6999000,22,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-7576968-2ba9f815661a1a0abf5b002d3bdb5f25-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-310-14-ram-4gb-intel-core-i5-6200u-gt920mx-2gb-14led-win10-blacksilver-8696757.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA5EYESANID-10964472,Lenovo IdeaPad Y700 (15ISK) - Intel Core i7 6700HQ - HDD 1TB+SSD 128GB - RAM 8GB - GTX960-4GB - 15.6 inch  FHD - Windows 10 - Hitam,17800000,14500000,19,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-0685909-9a6e61d9b213d5e24268cd275af1e1ee-product.jpg,http://id-live-01.slatic.net/p/2/image-0685909-56053db898b577659672faca2ebcb7df-product.jpg,http://id-live-01.slatic.net/p/2/image-0685909-95d34685e0a205b4d9f52cd3e4bcc519-product.jpg,http://id-live-01.slatic.net/p/2/image-0685909-922ea5c612b7f871df0226047541fa69-product.jpg,http://id-live-01.slatic.net/p/2/image-0685909-f43cf6eb0a8005de36afab69d51a04f1-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-y700-15isk-intel-core-i7-6700hq-hdd-1tbssd-128gb-ram-8gb-gtx960-4gb-156-fhd-windows-10-hitam-9095860.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA5Z3A6ANID-12917510,Lenovo IdeaPad 310 - I5 7200U - RAM 8GB - 14 inch LED - GT920MX 2GB - Windows 10 - Silver,7800000,7200000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-49253001-189b6132769a00b090a010584c7c004d-product.jpg,http://id-live-01.slatic.net/p/2/image-49253001-fcd055778e0aef18d25a51fbcbf6c5a0-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-310-i5-7200u-ram-8gb-14led-gt920mx-2gb-windows-10-silver-10035294.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA60CAXANID-13090872,Lenovo IdeaPad 500 - Intel Core I5-6200U - 4GB RAM - 14 inch  - Putih - Win10,8300000,7917000,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-14639001-0b2aac3f1fe5ab305006adef5cb14b07-product.jpg,http://id-live-01.slatic.net/p/2/image-14639001-840933b1dfd6a1dad09025953d014bb7-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500-intel-core-i5-6200u-4gb-ram-14-putih-win10-10093641.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA64DKJANID-13719081,Lenovo IdeaPad 100 - Windows10 - Intel i3 5005U - RAM 4GB - 500Gb - GT920M 1Gb - 14 inch ,6500000,5799000,11,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-70918201-720cc908e95e86c7c3446e89f08e99e8-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-100-windows10-intel-i3-5005u-ram-4gb-500gb-gt920m-1gb-14-10281907.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA64DKKANID-13719082,LENOVO Flex 3-14-6500U - RAM 8GB - Intel Core i7-6500U - GT940-2GB - 14 inch FHD/Touch - Windows 10 - Hitam,13800000,12999000,6,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-80918201-aea504600793bbbe8b5edd793fa23242-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-flex-3-14-6500u-ram-8gb-intel-core-i7-6500u-gt940-2gb-14fhdtouch-windows-10-hitam-10281908.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWSVANID-14895136,Lenovo G41-35 - AMD A8-7410 - VGA R5 M430 2GB - 4GB RAM - 500GB - 14 inch  - Hitam,6550000,5299000,19,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-19337701-cd9ce5e271e3a6a47638e09651f5876d-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-g41-35-amd-a8-7410-vga-r5-m430-2gb-4gb-ram-500gb-14-hitam-10773391.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWSWANID-14895137,Lenovo Y700 - 17 inch  - Intel i7-6700Hq - 16GB RAM - 1Tb - Vga Gtx960-4GB RAM - W10 - Black,18990000,17999000,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-29337701-c1c92b9aea0ac1d6c524afd06d15faac-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-y700-17-intel-i7-6700hq-16gb-ram-1tb-vga-gtx960-4gb-ram-w10-black-10773392.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWT1ANID-14895142,Lenovo IdeaPad 500s-14ISK-5YID - Intel Core i7-6500 - 4GB RAM - VGA 2GB - 14 inch  - Windows 10 - Merah,11999000,10675000,11,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-79337701-0932a3b4009b0d18c1fa16cff77c8ef7-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500s-14isk-5yid-intel-core-i7-6500-4gb-ram-vga-2gb-14-windows-10-merah-10773397.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWT3ANID-14895144,Lenovo IdeaPad 500s-14ISK-5WID - Intel Core i7-6500 - 4GB RAM - VGA 2GB - 14 inch  - Windows 10 - Silver,11999000,10999000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-99337701-fd657c75397eedda1e1d918bba0a9414-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500s-14isk-5wid-intel-core-i7-6500-4gb-ram-vga-2gb-14-windows-10-silver-10773399.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWT9ANID-14895150,Lenovo IdeaPad 500s-14ISK-5VID - Intel Core i7-6500 - 4GB RAM - VGA 2GB - 14 inch  - Windows 10 - Hitam,11999000,10999000,8,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-50437701-8be1beaf2f79c929a893adcda8691919-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500s-14isk-5vid-intel-core-i7-6500-4gb-ram-vga-2gb-14-windows-10-hitam-10773405.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWTNANID-14895164,Lenovo Ideapad 500 FX8800 - 4GB - 1TB - ATI R5-2GB - W10 Black-Silver,9000000,7999000,11,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-91437701-39fad405490fd02132869834eacd4c0f-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500-fx8800-4gb-1tb-ati-r5-2gb-w10-black-silver-10773419.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6EWTPANID-14895166,Lenovo Ideapad 100 - VGA GT920 2GB - Core i3-5005 - 4GB - 500 - 14 inch  - Windows 10,5999000,5799000,3,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-12437701-c16a797a54f090bb42b5ec76af52d92e-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-100-vga-gt920-2gb-core-i3-5005-4gb-500-14-windows-10-10773421.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6JNC3ANID-15354460,Lenovo IP310 14IKB i5 7200 - RAM 8GB - HDD 1TB - NVIDIA GT920mx 2GB - W10 - 14 inch  - WHITE,8300000,7250000,13,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-30449901-ec9882e7a08680ac975fd48af4274d24-product.jpg,http://id-live-01.slatic.net/p/2/image-30449901-168e9e50355e739180a58733e2b58ad4-product.jpg,http://id-live-01.slatic.net/p/2/image-30449901-973a49c927a78df6b8336325e23bd5e1-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ip310-14ikb-i5-7200-ram-8gb-hdd-1tb-nvidia-gt920mx-2gb-w10-14-white-10994403.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6JNE2ANID-15354545,LENOVO IdeaPad 510-15ISK-6500U- NVIDIA GT940MX 4GB- Black,15000000,11999000,20,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-47449901-cfd72c886bc4cbb09c1421d5a748b58b-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-510-15isk-6500u-nvidia-gt940mx-4gb-black-10994474.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6M6M5ANID-15677812,Lenovo IdeaPad 500 - Intel Core I5-6200U - 4GB RAM - 14 inch  FHD - Hitam - Win10,8700000,8700000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-10721111-a1741155f7c8b274666cf7302864b680-product.jpg,http://id-live-01.slatic.net/p/2/image-10721111-8da326dccd003b9c1a9ad3aa06283736-product.jpg,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-500-intel-core-i5-6200u-4gb-ram-14-fhd-hitam-win10-11112701.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
LE629ELAA6MESTANID-15764066,Lenovo IdeaPad 310 - Intel Core I5-7200U - 4GB RAM - Nvidia GF920A 2GB - 14 inch  - Hitam - Win10,7900000,7590000,4,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-90332111-9045608781e5b2632a25e76b95930baa-product.jpg,http://id-live-01.slatic.net/p/2/image-90332111-017eac3fa58bd011c6a7dd0a4719a02f-product.jpg,http://id-live-01.slatic.net/p/2/image-90332111-11da8530625c39700612f9dbe691d179-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-310-intel-core-i5-7200u-4gb-ram-nvidia-gf920a-2gb-14-hitam-win10-11123309.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
